StatId	DisplayName_en	Description_en	DisplayName_ru	Description_ru	IconName
OBJ_Wardrobe	Wardrobe		Шкаф		Interactitem_Cupboard
OBJ_WaterPump	Water Pump		Помпа		Item_DEC_GEN_WaterPump_A
OBJ_Wheat	Wheat	A handful of golden wheat, crisp from drying in the autumn sun.	Пшеница	Горсть золотистых пшеничных зерен, высохших под осенним солнцем.	Item_LOOT_GEN_Wheat_A
OBJ_Wheelbarrow	Wheelbarrow		Тачка		Item_DEC_GEN_HayWagon_Wheel_Wood_A
OBJ_WorldGlobe	Armillary Sphere		Армиллярная сфера		Item_CONT_GEN_Globe
OBJ_WyvernPoison	Wyvern Toxin	Shifting mercurially within its vial, the toxin holds a promise of swift and delectable death. 	Токсин виверны	Токсин, беспокойно бурлящий во флаконе, обещает быструю и восхитительную смерть.	Item_CONS_Poison_Wyvern
PLA_ConflictedFlind_Flail_Broken	Shattered Flail	A bundle of bones and blood - and a soul-piercing demonic presence - is all that remains of the Flind's flail. It would make a decent mace with a particularly nasty bite.	Разбитый цеп	Все, что осталось от ужасного кистеня флинда: кучка окровавленных костей, окруженных демонической аурой, что отдается в душе горестным стоном. Из этих обломков получится неплохая булава с "секретом".	Item_UNI_PLA_ConflictedFlind_Flail_Broken_GLOW
PLA_SmugglerRing	Smuggler's Ring	A subtle accessory prized by purveyors of the covert arts.	Кольцо контрабандиста	Неприметное украшение, особо ценимое теми, кто предпочитает работать скрытно.	
PLA_WPN_DreadedSkullsFlail	Flail of Dread Skulls	Target must succeed a Wisdom &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;. On failure, they are struck by Yeenoghu's curse. Depending on a dice roll, they will receive one of the following: Madness, 2d6 Psychic damage, or become Paralysed.	Цеп ужасных черепов	Цель должна успешно выполнить &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; мудрости. При неудаче на нее обрушивается проклятье Йеногу. В зависимости от броска кубика, цель получает один из следующих эффектов: безумие, 2d6 ед. психического урона или паралич.	Item_WPN_HUM_Flail_A_1
PLA_WPN_SwordOfJustice	Sword of Justice	The words 'Deliverance. Justice. Vengeance.' are engraved on the base of this sword. They echo in your mind.	Клинок Правосудия	На мече выгравированы слова: "Освобождение. Правосудие. Отмщение". Фраза продолжает эхом отзываться у тебя в голове.	Item_UNI_PLA_WPN_SwordOfJustice_2
PLA_ZhentCave_Gloves	Gloves of Hail of Thorns	Grants wearer ability to cast Hail of Thorns.&lt;br&gt;&lt;br&gt;&lt;i&gt;Whoever previously owned these gloves marked each with a series of thirty superficial scrapes, six per finger. What they indicate is unclear.&lt;/i&gt; 	Перчатки града шипов	Дает владельцу возможность использовать "Град шипов".&lt;br&gt;&lt;br&gt;&lt;i&gt;Бывший владелец этих перчаток оставил на каждой из них тридцать царапин – по шесть на каждом пальце. Назначение этих царапин до сих пор неясно.&lt;/i&gt;	
PLA_ZhentDungeon_DroppingProximityMine	Proximity Explosive	A strong sulphurous smell emanates from this magical machine.	Бесконтактная взрывчатка	Это магическое устройство сильно пахнет серой.	Item_PUZ_GEN_Proximity_Explosive_A_Copper
PUZ_Key	Gold Key	An elaborately gilded key.	Золотой ключ	Искусно позолоченный ключ.	Item_PUZ_GEN_Key_Gold_A
PUZ_ProximityMine	Proximity Explosive	A strong sulphurous smell emanates from this magical machine.	Бесконтактная взрывчатка	Это магическое устройство сильно пахнет серой.	Item_PUZ_GEN_Proximity_Explosive_A_Rusty
Painting_Portrait_Oval_A	Portrait of a Tiefling	Detailed with a ruff and plush chair, this tiefling noble has been given a stoic air here.	Портрет тифлинга	У этого аристократа-тифлинга в камзоле с пышным воротником, сидящего в бархатном кресле, стоическое выражение лица.	Item_FUR_GEN_Painting_Portrait_Oval_A
Painting_Portrait_Oval_B	Portrait of a Bored Girl	Her face disinterested, the girl looks askance rather than at her depictor. Her feather juts from a great cap, and a mane of russet-orange hair.	«Портрет скучающей девы»	Девушка скучающе смотрит куда-то в сторону, мимо портретиста. Из-под большой украшенной пером шапочки струится поток медно-рыжих волос.	Item_FUR_GEN_Painting_Portrait_Oval_B
Painting_Portrait_Rectangle_A	Portrait of a Snowy-Brownbeard	Bundled in his heavy satins and frumpy hat, this noble fixes the observer with anxious eyes over a moustache-beard combination of auburn whitening to snow.	«Портрет седобородого»	Этот аристократ в костюме из тяжелого атласа и с безвкусной шляпой на голове, тревожно смотрит на зрителя. Его седые борода и усы явно когда-то были каштановыми.	Item_FUR_GEN_Painting_Portrait_Rectangle_A
Painting_Portrait_Rectangle_B	Elven Eminence	The artist has exaggerated the points of the ears, which seem to cut the canvas dark like pale knives. The garb and crossed hands of this eminent man are beautiful, poised, and utterly indicative of means.	Эльфийская слава	Художник явно преувеличил длину ушей – их кончики словно бледные ножи росчерком прорезают холст. Одежда и скрещенные руки этого величественного мужа прекрасны, сдержанны и явным образом указывают на материальное благосостояние эльфа.	Item_FUR_GEN_Painting_Portrait_Rectangle_B
Painting_Portrait_Rectangle_C	Full Body Depiction of a Tiefling	Here a tiefling noble is shown at rest, knuckles pressed to red-fleshed cheek like a roosting robin whose fiery breast has burned to encompass the bird.	Ростовой портрет тифлинга	На этой картине тифлинг-аристократ изображен на отдыхе. Костяшки пальцев прижаты к покрасневшей щеке, словно сидящая на насесте малиновка с опаленной грудью.	Item_FUR_GEN_Painting_Portrait_Rectangle_C
Painting_Portrait_Rectangle_D	Staunch Tiefling Before Work	Here an aristocrat poses before heading out to a day of political discourse and chasing laws.	«Стойкий тифлинг перед работой»	Здесь аристократ позирует художнику перед тем, как провести день за политическими дискуссиями и разработкой законов.	Item_FUR_GEN_Painting_Portrait_Rectangle_D
Painting_Portrait_Rectangle_E	Maid with Duster	Here a woman holds her duster with both hands, as if marketing it, not for consumption or purchase, but for appreciation of its fluffy purposeful shape so adroit at wiping away uncleanliness (a useful juxtaposition for the cleanliness of the image).	«Служанка со сметкой»	На этой картине изображена женщина, держащая обеими руками сметку для пыли, словно бы хвастаясь – не для продажи или потребления, а чтобы лучше показать пушистые края, столь подходящие для избавления от грязи (полезное противопоставление общей чистоте картины).	Item_FUR_GEN_Painting_Portrait_Rectangle_E
Painting_Portrait_Rectangle_F	Portrait of a Trademaster	Darkly garbed and ruffed, this noble arches his brows at the onlooker, as if expecting you to do something interesting.	Портрет торговца	Взъерошенный дворянин, облаченный в темные одежды, смотрит на вас, приподняв брови, словно ожидая, что вы выкинете какой-нибудь диковинный трюк.	Item_FUR_GEN_Painting_Portrait_Rectangle_F
Painting_Portrait_Rectangle_G	Portrait of a Noble Before His Death	The portrait done after his death involved no imperious glares, and much more rigor mortis.	Портрет аристократа на смертном одре	На портрете, сделанном после смерти аристократа, яростное величие уступило место трупному окоченению.	Item_FUR_GEN_Painting_Portrait_Rectangle_G
Painting_Portrait_Rectangle_H	Maid with Duster	Here a woman holds her duster with both hands, as if marketing it, not for consumption or purchase, but for appreciation of its fluffy purposeful shape so adroit at wiping away uncleanliness (a useful juxtaposition for the cleanliness of the image).	«Служанка со сметкой»	На этой картине изображена женщина, держащая обеими руками сметку для пыли, словно бы хвастаясь – не для продажи или потребления, а чтобы лучше показать пушистые края, столь подходящие для избавления от грязи (полезное противопоставление общей чистоте картины).	Item_FUR_GEN_Painting_Portrait_Rectangle_E
Painting_Portrait_Rectangle_I	Maid with Duster	Here a woman holds her duster with both hands, as if marketing it, not for consumption or purchase, but for appreciation of its fluffy purposeful shape so adroit at wiping away uncleanliness (a useful juxtaposition for the cleanliness of the image).	«Служанка со сметкой»	На этой картине изображена женщина, держащая обеими руками сметку для пыли, словно бы хвастаясь – не для продажи или потребления, а чтобы лучше показать пушистые края, столь подходящие для избавления от грязи (полезное противопоставление общей чистоте картины).	Item_FUR_GEN_Painting_Portrait_Rectangle_E
QUEST_CHA_HeavyVase	Heavy Vase		Тяжелая ваза		Item_QUEST_CHA_HeavyVase
QUEST_CMB_StalkBulb	Brine Bulb		Соленый клубень		Item_Quest_CMB_StalkBulb
QUEST_FOR_OwlbearEgg	Owlbear Egg	Owlbear hatchlings are tiny and adorable for the first few tendays of their life. Then they eat you out of house and home. Then they simply eat you.	Яйцо медвесыча	Детеныши медвесыча маленькие, милые и прекрасные – в первые недели жизни. Потом они съедают всю еду, что есть у вас дома. Потом они съедают вас.	Item_CONT_Egg_Owlbear_A
QUEST_FOR_SussurBark	Sussur Tree Bark	A piece of tough bark from a sussur tree. Holding it leaves a dull tingling in your fingers.	Кора суссура	Кусок твердой коры дерева под названием "суссур". Если взять в руку, в пальцах ощущается покалывание.	Item_Quest_FOR_SussurBark
QUEST_GOB_GoblinBoozeTub	Booze Tub	Filled with a nauseating cocktail of beer, spirits, and... something else. The consistency suggests an unpleasant addition.	Лохань с выпивкой	Внутри находится тошнотворная смесь из пива, водки и... чего-то еще. Судя по консистенции, это "что-то" очень неприятное.	Item_DEC_Goblins_Camp_CookingPot_A
QUEST_GOB_GoblinBoozeTub_Poisoned	Poisoned Booze Tub		Лохань с отравленной выпивкой		Item_DEC_Goblins_Camp_CookingPot_A_Poisoned
QUEST_GOB_SuspiciousMeat	Suspicious Meat	It would be best to believe that this is just a very tall, very skinny pig.	Подозрительное мясо	Будем считать, что это была просто очень длинная и худая свинья.	
QUEST_HAG_GrenadeFire	Flammable Slime Bomb	A soft ball of orange slime. It burns uncomfortably hot in your hand.	Бомба с горючей слизью	Мягкий шар из оранжевой слизи. Неприятно обжигает ладонь.	Item_LOOT_HAG_Throwable_Goo_Ball_A_Fire_A
QUEST_HAG_HagHair_Strength	Auntie Ethel's Hair	Two lice still scurry around on the little flap of skin attached to this clump of matted, crusty hair.	Волосы тетушки Этель	Небольшой клочок кожи с прядью грязных волос, в которых еще копошится пара вшей.	Item_Quest_HAG_HagHair_Strength
QUEST_Indestructible	Brine Pool		Солевой раствор		Item_DEC_MF_Machine_BrinePool_B
QUEST_Indestructible_Camp_Bedroll	Take a Long Rest		Устроить долгий отдых		
QUEST_MOO_DrowPriestess_FallingBlock_Heavy	Cube 1x1x1		Куб 1x1x1		Item_QUEST_MOO_DrowPriestess_FallingBlock_Heavy
QUEST_Rope_Destructable	Rope		Веревка		Item_QUEST_Rope_Destructable
QUEST_SHA_TrialGem	Umbral Gem	Deep and dark, like a starless night.	Темный самоцвет	Этот камень черен, словно безлунная ночь.	Item_QUEST_SHA_TrialOrb
QUEST_UND_Raft_Fastener	Skiff		Ялик		Item_LOOT_GEN_Throwable_Net_A
Quest_FOR_BrokenSpear_Head	Head of a Broken Spear	A gawking yellow eye is pierced on this broken spear head.	Наконечник сломанного копья	На отломанный наконечник насажено желтое немигающее глазное яблоко.	Item_Quest_FOR_BrokenSpear_Head
Quest_FOR_BrokenSpear_Shaft	Shaft of a Broken Spear	The remainder of a spear shaft, snapped cleanly in the middle.	Древко сломанного копья	Кусок древка копья, сломанного ровно пополам.	Item_Quest_FOR_BrokenSpear_Shaft
Quest_GLO_Moonlantern	Moonlantern	Each framed facet of the lantern glass is pierced by lances and long tendrils of eerily beautiful moonlight.	Лунный фонарь	Каждая обрамленная грань стекла фонаря пронизана стрелами и длинными щупальцами леденяще прекрасного лунного света.	Item_QUEST_SCL_Moonlantern
Quest_HAG_HagLair_Staff	Staff of Crones	Live worms wriggle beneath the crumbling surface of this half-rotten staff. Merely touching it fills you with a wave of unbearable nausea and a strange longing, as if it's calling out for its like.	Посох ведьм	Этот полусгнивший посох весь изъеден личинками, копошащимися под поверхностью. Коснувшись его, вы испытываете невыносимую тошноту... и странное желание, будто посох взывает к таким же, как он.	Item_WPN_HUM_StaffOfCrones_A
REF_Primitives	Cube 2x2x2		Куб 2x2x2		Item_Unknown
SHA_Shadowquake_Item	Umbral Tremor	Dark invaders use Umbral Tremors to travel to the Material Plane...	Темный трепет	Темные захватчики используют Темный трепет, чтобы перемещаться на материальный план...	Portrait_Shadowquake
SHA_Shadowquake_Item_Boss	Deep Umbral Tremor		Темный трепет глубин		Portrait_Shadowquake_Boss
SHA_SharSpear	Spear of Night		Копье ночи		
Solution_Toxin_Basic	Simple Toxin	The emerald hue of this toxin is vivid and baleful as a sunrise over a swamp. 	Простой токсин	Изумрудный цвет этого токсина столько же ярок и губителен, как рассвет над болотом.	Item_GRN_Poison_vial_A
THR_TreeStump	Tree Trunk		Бревно		Item_NAT_Tree_Log_A_Dynamic
TWN_TollCollector_ArmorPart_Arm_L	Accursed Coins - Left Arm	These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.	Проклятые монеты – левая рука	Эти монеты защищают сборщицу пошлин от атак, но теряются, если их уничтожить.	Item_LOOT_COINS_Gold_Pile_Medium_A
TWN_TollCollector_ArmorPart_Arm_R	Accursed Coins - Right Arm	These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.	Проклятые монеты – правая рука	Эти монеты защищают сборщицу пошлин от атак, но теряются, если их уничтожить.	Item_LOOT_COINS_Gold_Pile_Medium_A
TWN_TollCollector_ArmorPart_Head	Accursed Coins - Head	These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.	Проклятые монеты – голова	Эти монеты защищают сборщицу пошлин от атак, но теряются, если их уничтожить.	Item_LOOT_COINS_Gold_Pile_Medium_A
TWN_TollCollector_ArmorPart_Leg_L	Accursed Coins - Left Leg	These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.	Проклятые монеты – левая нога	Эти монеты защищают сборщицу пошлин от атак, но теряются, если их уничтожить.	Item_LOOT_COINS_Gold_Pile_Medium_A
TWN_TollCollector_ArmorPart_Leg_R	Accursed Coins - Right Leg	These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.	Проклятые монеты – правая нога	Эти монеты защищают сборщицу пошлин от атак, но теряются, если их уничтожить.	Item_LOOT_COINS_Gold_Pile_Medium_A
TWN_TollCollector_ArmorPart_Torso	Accursed Coins - Chest	These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.	Проклятые монеты – грудь	Эти монеты защищают сборщицу пошлин от атак, но теряются, если их уничтожить.	Item_LOOT_COINS_Gold_Pile_Medium_A
Toy_SmallBall	Ball	The exterior of this toy ball is rough with tooth marks.	Мяч	Этот игрушечный мяч снаружи весь покрыт следами зубов.	Item_LOOT_Toy_Ball_Small
Toy_TeddyBear_Clean	Stuffed Bear	A knitted toy bear stuffed with soft fur.	Плюшевый медведь	Вязаный игрушечный медведь, набитый мягкой шерстью.	Item_LOOT_GEN_Toy_TeddyBear_A_Clean
Toy_TeddyBear_Worn	Stuffed Bear	This bear - oft-torn and repaired - seems one good squeeze away from crumbling into mouldered stuffing and threadbare patchwork.	Плюшевый медведь	Этого медвежонка много раз латали. Не надо обнимать его слишком крепко, иначе от него останется лишь трухлявая набивка да разноцветные лоскуты.	Item_LOOT_GEN_Toy_TeddyBear_A_Worn
Toy_WoodenBlock_A	Toy Block	Letters and shapes are carved into the painted sides of this wooden block.	Игрушечный кубик	На раскрашенных гранях деревянного кубика вырезаны буквы и рисунки.	Item_LOOT_GEN_Toy_WoodenBlock_A
Toy_WoodenBlock_B	Toy Block	Letters and shapes are carved into the painted sides of this wooden block.	Игрушечный кубик	На раскрашенных гранях деревянного кубика вырезаны буквы и рисунки.	Item_LOOT_GEN_Toy_WoodenBlock_B
Toy_WoodenBlock_C	Toy Block	Letters and shapes are carved into the painted sides of this wooden block.	Игрушечный кубик	На раскрашенных гранях деревянного кубика вырезаны буквы и рисунки.	Item_LOOT_GEN_Toy_WoodenBlock_C
Toy_WoodenBlock_D	Toy Block	Letters and shapes are carved into the painted sides of this wooden block.	Игрушечный кубик	На раскрашенных гранях деревянного кубика вырезаны буквы и рисунки.	Item_LOOT_GEN_Toy_WoodenBlock_D
UND_ArcaneLightsource	Arcane Brazier		Волшебная жаровня		Item_UNI_UND_LTS_DEC_ArcaneLamp_A
UND_ArcanePowerGenerator	Arcane Machinery Pipes		Трубы от мистического агрегата		Item_DEC_Underdark_WizardTower_Machinery_B
UND_Bibberbang	Bibberbang		Бибербанг		Item_UND_Bibberbang
UND_DuergarBlacksmithHammer	Skybreaker	And they shall have Celestia's light, even if we must crack wide the heavens to bring it."	Раскалывающий Небеса	«И мы добудем свет Целестии, даже если для этого придется расколоть небеса.»	
UND_DuergarRaft_GruesomeHammer	Intransigent Warhammer	The elegant design of this hammer belies its brutal, crushing power. This weapon does not give ground.	Бескомпромиссный боевой молот	Изящный облик этого молота скрывает неудержимую мощь. С таким оружием даже не помыслишь об отступлении.	
UND_DuergarRaft_PestKillerAxe	Exterminator's Axe	The intricate engravings on this axe's blade and handle make plain the skill of its smith.	Топор истребителя	Замысловатый рисунок на лезвии и рукояти топора свидетельствует о немалом мастерстве кузнеца.	
UND_Duergar_ShortswordOfFirstBlood	Shortsword of First Blood	A golden blade, exquisitely made and astonishingly sharp.	Меч первой крови	Золотой клинок отличной работы и невероятной остроты.	
UND_FairyRing_AntiCharmHelmet	Helmet of Autonomy	The metal bolted to the helmet's forehead is engraved with a faded script. Though the words have become unintelligible, their magic remains.	Шлем независимости	На металлической пластине, прикрученной ко лбу шлема, выгравированы какие-то потускневшие письмена. Слов уже не разобрать, но их магия осталась.	
UND_InjuredGnome_DuergarAntidote	Duergar Antidote	Concocted of rare ingredients that hasten the drinker's demise unless mixed correctly.	Двергарское противоядие	Это зелье смешано из редких ингредиентов, и если неправильно приготовить его, то оно лишь ускорит гибель незадачливого отравленного.	
UND_Justiciar_Chainshirt_Magic	Dark Justiciar Mail	Though well-preserved, the armour's gleam is somewhat muted - as if half-shadowed, even in brightest day.	Кольчуга темного юстициара	Кольчуга хорошо сохранилась, однако ее блеск как-то приглушен, будто бы залит легкой тенью даже в самый солнечный день.	
UND_Justiciar_Helmet_Magic	Dark Justiciar Helm	Stamped with Shar's own sigil, this helm was worn by the Nightsinger's own crusaders. The darkness within seems deeper than night, somehow.	Шлем темного юстициара	Этот шлем, помеченный личным знаком Шар, принадлежал рыцарям самой Ночной Певуньи. Тьма, что внутри него, кажется даже темнее ночи.	Item_ARM_Shar_Crown_B_Broken_Magic
UND_Justiciar_Mask_Magic	Dark Justiciar Mask	Worn by Shar's most loyal zealots, the mere sight of it strikes fear in the heart of even the bravest of souls.	Маска темного юстициара	Такие маски носили самые верные приверженцы Шар. Один взгляд на нее может наводнить ужасом самую храбрую душу.	Item_DEC_Ketheric_Armor_Mask_Scrap_A_Magic
UND_KC_Elder_Warpick	Deep Delver	Countless hands have smoothened the haft and sharpened the blade. This is an ancestral weapon - perhaps dating back to the ancient digs that sundered the duergar from their dwarf-kin.	Глубинная пика	Древко отполировано бесчисленными ладонями до блеска, а острие сохранило бритвенную остроту. Древнее оружие предков, возможно, относится к тому периоду, когда двергары впервые откололись от родичей-дварфов.	
UND_KC_RingOfAbsolute	Ring of Absolute Force	Darkness seems to blossom from this ring, heightened by the menacing glare of the Absolute's symbol, though for the Branded this symbol holds the promise of power.	Кольцо абсолютной силы	Тьма словно расцветает из этого кольца, усиленная угрожающим блеском символа Абсолют. Впрочем, для тех, кто носит клеймо Абсолют, в этом символе – обещание могущества.	Item_LOOT_AbsoluteRing
UND_Minotaur_BeltAmulet	Amulet of the Unworthy	Once part of the Girdle of Blades, this buckle was torn off and fashioned into an amulet that can be worn by creatures of all sizes.	Амулет недостойных	Эта пряжка когда-то висела на поясе Защитника недостойных. Теперь же из нее сделали амулет, который могут носить существа всех размеров.	Item_LOOT_GEN_KeepsakeLocket_A_GLOW
UND_MonkAmulet_Amulet	Sentient Amulet	Sun-graced warmth radiates from both the pendant and its chain. Somehow, even a brief glance of it brings a smile to your face.	Разумный амулет	И сам кулон, и цепочка источают ощущение солнечного тепла. Почему-то даже беглый взгляд на них вызывает на лице улыбку.	Item_UNI_UND_MonkAmulet_GLOW
UND_MushroomHunger_RingOfExploration	Explorer's Ring	A radiant and remarkably preserved ring, forged from arandur metal.	Кольцо исследователя	Блестящее, отлично сохранившееся кольцо из арандура.	Item_UND_MushroomHunter_RingOfExploration
UND_Myco_Alchemist_HealerGloves	Herbalist's Gloves	The leather smells faintly of herbs, as if washed in a herbal bath.	Перчатки травника	Эти кожаные перчатки слегка пахнут травами, словно их когда-то вымачивали в травяном настое.	
UND_MyconidAmulet_Evil	Champion's Chain	A plump mass torn from Sovereign Glut's own flesh. A marker of the colony's esteem - or perhaps its property.	Цепь чемпиона	Мясистый шмат плоти самого владыки Глота. Знак уважения колонии – или ее имущества, кто знает?	Item_UNI_UND_MyconidAmulet_Evil_GLOW
UND_MyconidAmulet_Good	Envoy's Amulet	A fleshy amulet shaped by Sovereign Spaw's own hand. Wherever the bearer goes, so does the myconid circle.	Амулет посланника	Мясистый амулет, созданный рукой самого владыки Спава. Куда бы ни пошел обладатель амулета, круг миконидов будет рядом.	Item_UNI_UND_MyconidAmulet_Good_GLOW
UND_Nere_Sword	Sword of Screams	A blade of flawless craft. As it parts the air, you fancy you can hear a faint, whispering shriek...	Клинок крика	Безупречный клинок. Когда он рассекает воздух, тебе слышится слабый, сдавленный крик...	
UND_Noblestalk	Noblestalk Piece	A sharp medicinal aroma wafts off this sizeable noblestalk chunk.	Кусок доброгриба	Увесистый кусок доброгриба, источающий резкий запах чего-то лекарственного.	Item_PUZ_Underdark_Mushroom_Noblestalk_A
UND_OBJ_Runepowder_Barrel	Runepowder Barrel	A secret concoction of smokepowder and gnomic mysticism, a single vial of runepowder is more volatile than a whole barrel of smokepowder. Who knows what this much could do...	Бочка с рунным порохом	Секретный состав на основе дымного пороха, приправленный щепоткой гномьего мистицизма. Небольшой флакон рунного пороха опасней и разрушительней целой бочки пороха дымного. Сложно вообразить, на что способно такое количество.	Item_UNI_UND_Runepowder_Barrel
UND_OBJ_Runepowder_Vial	Runepowder Vial	Runepowder was said to be invented by Gaerdal Ironhand, the protector god of gnomes. A mere 23 vials were needed to repel an assault led by Kurtulmak and his Kobold Delvers.	Флакон с рунным порохом	Говорят, что рунный порох изобрел Гаэрдал Железная Рука, бог-защитник гномов. Всего 23 флаконов хватило, чтобы отразить атаку кобольдов под началом Куртулмака.	Item_UNI_UND_Runepowder_Vial
UND_PUZ_LavaBubble	Lava Balloon		Лавовый пузырь		Portrait_Creature_LavaBalloon
UND_SeluneOutpost_Key	Selûnite Key	This pure silver key was found on the corpse of a worshipper of Selûne.	Селунитский ключ	Этот ключ из чистого серебра был найден на трупе одного из почитателей Селунэ.	Item_PUZ_GEN_Key_Silver_A
UND_ShadowOfMenzoberranzan	Shadow of Menzoberranzan	You sense the shadows that envelop this drowcraft cowl, eagerly waiting to envelop you and shield you from view.	Тень Мензоберранзана	Вы ощущаете, что эта накидка дроу словно пропитана тенями, готовыми окутать вас и скрыть от чужих взоров.	
UND_SharFort_Gem	Moonstone	Though ancient and cracked, a powerful divine energy laps from this gem in waves, singeing everything in its path.	Лунный камень	Несмотря на трещины и общую древность, этот драгоценный камень продолжает испускать волны опаляющей все на своем пути божественной энергии.	
UND_SocietyOfBrilliance_DarkvisionRing	Sunwalker's Gift	The ring's arcane jewel parts all but the darkest of shadows.	Дар Солнцехода	Волшебный самоцвет в этом кольце может рассеять практически любую тьму.	
UND_SocietyOfBrilliance_MagicMissileNecklace	Psychic Spark	Every gem hanging from this necklace is warm to the touch, as if waiting to ignite.	Сила мысли	Самоцветы этого ожерелья теплые на ощупь. Они словно ждут, чтобы вспыхнуть пламенем.	
UND_SocietyOfBrilliance_PullingRing	Ring of Salving	A hymn to Eilistraee is inscribed along the inside of this ring, which is surprisingly heavy when worn.	Кольцо успокоения	На внутренней стороне этого кольца, удивительно тяжелого при ношении, начертан гимн Элистреи.	
UND_SocietyOfBrilliance_ResonanceStaff	Creation's Echo	This staff pulses with energy, swiftly attuning itself to the beat of your heart.	Отзвук творения	Посох пульсирует энергией, быстро подстраиваясь под ритм вашего сердца.	
UND_StoneFigure	Statue		Статуя		Item_UND_StoneFigure
UND_StrengthChair_Leg	Club of Hill Giant Strength	Though this rotting chair leg doesn't look like much, every splinter vibrates with barely-contained power.	Дубина холмового великана	Трухлявая ножка стула не внушает доверия, но каждая щепочка в ней излучает силу, ищущую выхода.	
UND_SussurTree_Flower	Sussur Bloom	This bright blue flower, picked from a budding sussur tree, exudes a honey-sweet aroma, which turns foul and eventually fades away if the bloom is exposed to sunlight.	Цветок суссура	Ярко-синий цветок, сорванный с суссура, источает медовый аромат. Но если на цветок попадут лучи солнца, чудесный аромат превратится в смрад и в конце концов рассеется.	UND_SussurTreeFlower_C
UND_SwordInStone	Phalar Aluve		Фалар Алувэ		
UND_Tower_AmuletDetectThoughts	Uncovered Mysteries	Beneath the layers of dust covering this necklace, its inlaid gems still give off a blue sparkle - the colour of Mystra's clergy.	Нераскрытые тайны	Хоть это ожерелье и покрыто слоем пыли, камни под ней все еще искрятся голубоватым цветом – цветом жрецов Мистры.	
UND_Tower_RingArcana	Mage's Friend	Though carefully stowed away in a bedside chest, this ring is covered in dust and cobwebs.	Друг мага	Это кольцо покрыто пылью и паутиной, хоть и хранилось в прикроватной тумбе.	
UND_Tower_RingLight	Guiding Light	Used by the previous owner to access both the Underdark's darkest corners and her own basement, this ring seems to reflect light where there should be none.	Направляющий свет	Предыдущая хозяйка использовала это кольцо, чтобы ориентироваться во тьме Подземья... и собственного подвала. Оно отражает свет даже там, где его в принципе быть не должно.	
UND_Tower_StaffBlessMystra	Staff of Arcane Blessing	Though dust has settled into every nook and cranny of this staff, it still emanates a soothing aura. Its previous owner cast it aside - forgotten because there was nobody to bless.	Посох мистического благословения	Хотя каждая трещинка на этом посохе и забита старой пылью, он все еще излучает теплую, успокаивающую ауру. Предыдущий владелец убрал его в дальний угол и забыл, потому что больше некого было благословлять.	
UND_Wand_Fireballs_Crooked	Crooked Wand of Fireballs	You can use an &lt;LSTag Tooltip="Action"&gt;action&lt;/LSTag&gt; to cast Fireball from this (broken) wand. All (very) nearby creatures must make a Dexterity &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;. Targets take 8~48 Fire damage on a failed save, or half as much damage on a successful one.&lt;br&gt;&lt;br&gt;&lt;i&gt;The metal of this wand is dented all along its shaft, and the tip is bent entirely out of place.&lt;/i&gt;	Кривой жезл огненных шаров	Вы можете использовать &lt;LSTag Tooltip="Action"&gt;действие&lt;/LSTag&gt;, чтобы сотворить с помощью этого сломанного жезла заклинание огненного шара. Все оказавшиеся очень близко рядом существа должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; ловкости. В случае неудачи цель получает 8–48 ед. урона огнем, при удачном исходе – половину урона. &lt;br&gt;&lt;br&gt;&lt;i&gt;По всей длине жезла на металле видны зазубрины, а кончик заметно погнут.&lt;/i&gt;	Item_UNI_TOOL_Wand_Fireballs
UND_Wand_Fireballs_Snapped	Broken Wand of Fireballs	A wand decorated with inflamed spheres, their edges gilded in a fiery paint. The wand was cruelly broken, its magic lost. 	Сломанный жезл огненных шаров	Жезл, украшенный пылающими сферами – их края подкрашены яркой огненной краской. Его магия давно утрачена: жезл грубо сломали пополам. 	
UNI_ARM_Debtor_Body	Debtor's Attire	This attire disguises you as a poor soul indebted to Raphael - other debtors in his thrall will not be hostile to you.	Наряд должника	Этот наряд показывает, что вы из тех бедолаг, кто оказался в долгу перед Рафаилом. Другие должники в его власти не будут к вам враждебны.	Generated_UNI_Camp_Refugee_EternalDebtors
UNI_ARM_OfTeleportation_Helm	Helm of Arcane Gate	The skullcap inside the helm is embroidered with the likeness of a pair of gorgeous gateways, tethered by a cord of light. 	Шлем Волшебных врат	На подшлемнике этого шлема вышито изображение двух прекрасных врат, связанных пучком света. 	Item_ARM_HelmOfTeleportation
UNI_BLD_AdamantineForge	Mould Chamber		Камера отливки		Item_UNI_BLD_AdamantineForge
