EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
SHOCKED_SURFACE	StatusData	Electrocuted	Takes [1] at the start of each turn.	Удар электричеством	В начале каждого хода получает [1].
SHOCKING_GRASP	StatusData	Shocking Grasp	Cannot take reactions.	Шоковое прикосновение	Не может выполнять ответные действия.
SHOCKWAVE	StatusData	Shockwave		Ударная волна	
SHOCKWAVE_FORCE	StatusData	Shockwave		Ударная волна	
SHORT_REST	StatusData	Short Rest	Twice a day, you can take a Short Rest to restore some &lt;LSTag Tooltip="HitPoints"&gt;hit points&lt;/LSTag&gt;. Warlocks restore their &lt;LSTag Tooltip="WarlockSpellSlot"&gt;spell slots&lt;/LSTag&gt;.	Короткий привал	Дважды в день вы можете совершить короткий привал, чтобы восстановить часть &lt;LSTag Tooltip="HitPoints"&gt;очков здоровья&lt;/LSTag&gt;. У колдунов восстанавливаются &lt;LSTag Tooltip="WarlockSpellSlot"&gt;ячейки заклинаний&lt;/LSTag&gt;.
SILENCED	StatusData	Silenced	Can't speak or cast spells with a verbal component, and is &lt;LSTag Tooltip="Immune"&gt;Immune&lt;/LSTag&gt; to Thunder damage.	Немота	Существо не может говорить и произносить заклинания со словесным компонентом. Кроме того, оно &lt;LSTag Tooltip="Immune"&gt;невосприимчиво&lt;/LSTag&gt; к урону громом.
SILENCED_AURA	StatusData	Silence Aura	While it remains in the aura, affected entity is &lt;LSTag Type="Status" Tooltip="SILENCED"&gt;Silenced&lt;/LSTag&gt;.	Аура немоты	Оставаясь в ауре, существо &lt;LSTag Type="Status" Tooltip="SILENCED"&gt;немеет&lt;/LSTag&gt;.
SLEEPING	StatusData	Sleeping	A sleeping creature cannot move or act.&lt;br&gt;&lt;br&gt;Moreover, the creature automatically fails Strength and Dexterity &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;, &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against it have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt;, and any attack that hits the creature is a &lt;LSTag Tooltip="CriticalHit"&gt;Critical Hit&lt;/LSTag&gt; if the attacker is within [1] of the creature. &lt;br&gt;&lt;br&gt;Removed by taking damage or when &lt;LSTag Type="Spell" Tooltip="Target_Help"&gt;Helped&lt;/LSTag&gt;.	Сон	Спящее существо не может двигаться и действовать.&lt;br&gt;&lt;br&gt;Кроме того, существо автоматически проваливает &lt;LSTag Tooltip="SavingThrow"&gt;испытания&lt;/LSTag&gt; силы и ловкости, у &lt;LSTag Tooltip="AttackRoll"&gt;бросков атаки&lt;/LSTag&gt; против него есть &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;, а любая атака, которая попадает по существу, становится &lt;LSTag Tooltip="CriticalHit"&gt;критическим ударом&lt;/LSTag&gt;, если атакующий находился в пределах [1] от существа. &lt;br&gt;&lt;br&gt;Состояние снимается, когда существо получает урон или союзник оказывает ему &lt;LSTag Type="Spell" Tooltip="Target_Help"&gt;помощь&lt;/LSTag&gt;.
SLEEPING_ANIMTEST	StatusData	Sleeping		Спит	
SLEET_STORM	StatusData	Sleet Storm	Douses fires, creates an ice surface, and disrupts the concentration of spellcasters.	Пурга	Гасит огни, создает поверхности типа «лед» и прерывает концентрацию заклинателей.
SLOW	StatusData	Slowed	Affected entity's &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt; is halved, and its &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; and Dexterity &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; are reduced by 2.&lt;br&gt;&lt;br&gt;The entity can't take reactions or make more than 1 attack per turn, and can only take either an action or a bonus action.&lt;br&gt;&lt;br&gt;Spells cast might be delayed for 1 turn.	Замедление	&lt;LSTag Tooltip="ArmourClass"&gt;Скорость перемещения&lt;/LSTag&gt; существа снижается вдвое, а &lt;LSTag Tooltip="MovementSpeed"&gt;КБ&lt;/LSTag&gt; и результаты &lt;LSTag Tooltip="SavingThrow"&gt;испытаний&lt;/LSTag&gt; ловкости – на 2.&lt;br&gt;&lt;br&gt;Не может выполнять ответные действия или атаковать больше раза за ход, а также выполнять за ход и обычное, и бонусное действие.&lt;br&gt;&lt;br&gt;Действие насылаемых существом заклинаний может откладываться на 1 ход.
SNEAKING	StatusData	Hiding	Affected entity is invisible to enemies until it crosses their cone of sight. &lt;br&gt;&lt;br&gt; The entity has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on all &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;.	Скрытность	Существо, на которое действует эффект, остается невидимым для врагов, пока не попадет в их поле зрения.&lt;br&gt;&lt;br&gt; У существа есть &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при всех &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt;.
SNEAKING_CLEAR	StatusData	Clear Area	Hiding in an unobscured area. Will be caught on sight.	Незатемненная область	Существо прячется в незатемненной области. Его может обнаружить всякий, кто увидит.
SNEAKING_HEAVILY_OBSCURED	StatusData	Heavily Obscured	Hiding in a Heavily Obscured area. Will go undetected unless they get too close to another creature.	Сильное затемнение	Существо прячется в сильно затемненной области. Оно будет оставаться незамеченным, пока не подойдет слишком близко к другому существу.
SNEAKING_LIGHTLY_OBSCURED	StatusData	Lightly Obscured	Hiding in a Lightly Obscured area, and has to make a Stealth &lt;LSTag Tooltip="AbilityCheck"&gt;Check&lt;/LSTag&gt; when spotted. Will be automatically spotted by creatures with &lt;LSTag Type="Status" Tooltip="DARKVISION"&gt;Darkvision&lt;/LSTag&gt;. 	Легкое затемнение	Существо прячется в слегка затемненной области. Если его заметят, ему нужно будет выполнить &lt;LSTag Tooltip="AbilityCheck"&gt;проверку&lt;/LSTag&gt; на скрытность.
SOAP_WASH	StatusData	%%% EMPTY			
SORCERYPOINT_1	StatusData	Sorcery Point Creation	Sorcery points increased by [1].	Сотворение очков чар	Число очков чар увеличивается на [1].
SPAWN_LAVA	StatusData	Melt the Earth	Lava pools in this creature's footsteps.	Плавление земли	В следах существа проступают лужицы лавы.
SPEAK_WITH_DEAD	StatusData	%%% EMPTY		ПУСТО	
SPEAK_WITH_DEAD_INTERESTING	StatusData	%%% EMPTY		ПУСТО	
SPEAK_WITH_DEAD_RECAST	StatusData	Recast Speak with Dead	Can recast Speak with Dead without expending a &lt;LSTag Tooltip="SpellSlot"&gt;spell slot&lt;/LSTag&gt;.	Восстановление "Разговора с мертвым"	Можно заново прочитать «Разговор с мертвым», не тратя &lt;LSTag Tooltip="SpellSlot"&gt;ячейки заклинания&lt;/LSTag&gt;.
SPELLSLOT_1	StatusData	Spell Slot Creation	Gained a level [1] spell slot. 	Сотворение ячейки заклинания	Получена ячейка заклинания [1]-го круга. 
SPELLS_STATUS	StatusData	%%% EMPTY			
SPIDER_INFESTATION	StatusData	Infested	Crawling with tiny spiders that deal [1] and [2] each turn.&lt;br&gt;&lt;br&gt;When hit with a melee attack, the infestation spreads to the attacker. Upon death, the infestation spreads to all nearby creatures.&lt;br&gt;&lt;br&gt;Removed by fire or acid.&lt;br&gt;Doesn't harm ettercaps or spiders.	Заражение	Кишит мелкими пауками, наносящими [1] и [2] каждый ход.&lt;br&gt;&lt;br&gt;При получении удара в ближнем бою распространяет заразу на самого атаковавшего, а после смерти – на всех оказавшихся рядом существ.&lt;br&gt;&lt;br&gt;Эффект снимается огнем или кислотой.&lt;br&gt;Не наносит урона эттеркапам и паукам.
SPIDER_SWORD_HASTE	StatusData	Sword Spider's Haste		Ускорение паука-меченосца	
SPIKE_GROWTH	StatusData	Spike Growth	Take [1] for every [2] moved on the spikes.	Шипастая поросль	Получает [1] за каждые [2], пройденные по шипам.
SPIRIT_GUARDIANS_DAMAGE_RECEIVED	StatusData	%%% EMPTY			
SPIRIT_GUARDIANS_RADIANT	StatusData	Spirit Guardians	Spirits assail the affected entity.&lt;br&gt;&lt;br&gt;Takes [1] per turn, and &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt; is halved.&lt;br&gt;&lt;br&gt;Still takes half damage on successful Saving Throw.&lt;br&gt;&lt;br&gt;Removed upon leaving the area.	Призрачные стражи	Существо, на которое действует эффект, атакуют духи.&lt;br&gt;&lt;br&gt;Оно получает [1] за ход, а &lt;LSTag Tooltip="MovementSpeed"&gt;скорость перемещения&lt;/LSTag&gt; снижается вдвое.&lt;br&gt;&lt;br&gt;При успешном испытании получает половину урона.&lt;br&gt;&lt;br&gt;Эффект снимается, если покинуть область.
SPIRIT_GUARDIANS_RADIANT_AURA	StatusData	Spirit Guardians Aura	Spirits protect the affected entity.&lt;br&gt;&lt;br&gt;Nearby enemies take [1] per turn, and their &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt; is halved.&lt;br&gt;&lt;br&gt;The caster can't become &lt;LSTag Type="Status" Tooltip="INVISIBLE"&gt;Invisible&lt;/LSTag&gt; while concentrating on this spell.&lt;br&gt;&lt;br&gt;On a successful save, targets still take half damage.	Аура: призрачные стражи	Существо, на которое действует эффект, защищают духи.&lt;br&gt;&lt;br&gt;Враги рядом получают [1] за ход, а их &lt;LSTag Tooltip="MovementSpeed"&gt;скорость перемещения&lt;/LSTag&gt; снижается вдвое.&lt;br&gt;&lt;br&gt;Концентрируясь на этом заклинании, колдующий не может стать &lt;LSTag Type="Status" Tooltip="INVISIBLE"&gt;невидимым&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;При успешном испытании цели все равно получают половину урона.
SPITEFUL_SUFFERING	StatusData	Spiteful Suffering	Steeped in darkness.&lt;br&gt;&lt;Br&gt;Affected entity takes [1] each turn. &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against it have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt;.	Ядовитое страдание	Погружение во тьму.&lt;br&gt;&lt;Br&gt;Погруженное во тьму существо каждый ход получает [1]. &lt;LSTag Tooltip="AttackRoll"&gt;Броски Атаки&lt;/LSTag&gt; против этого существа получают &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;.
STAGE_FRIGHT	StatusData	Stage Fright	Overwhelmed with a fear of failure. &lt;br&gt;&lt;br&gt;The affected entity has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and takes damage each time they miss an Attack Roll.&lt;br&gt;&lt;br&gt;Removed upon succeeding an Attack Roll.	Мандраж	Существом овладевает страх потерпеть неудачу. Оно имеет &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; и получает урон за каждый промах при броске атаки.&lt;br&gt;&lt;br&gt;Эффект заканчивается при успешном броске атаки.
STATIC_DISCHARGE	StatusData	Static Discharge: Electroshock	Standing near a statically charged Bernard. Takes [1] each turn, can't take reactions and will take an additional [1] if it attacks Bernard.	Статический разряд: электрошок	Стоит рядом с заряженным электричеством Бернардом. Каждый ход получает [1], не может совершать ответные действия и дополнительно получит [1], если атакует Бернарда.
STATIC_DISCHARGE_AURA	StatusData	Static Discharge Aura	All constructs near Bernard deal an additional [2] to weapon attacks. All others take [1] each turn, and an additional [1] when attacking Bernard.&lt;br&gt;&lt;br&gt;When the condition ends, Bernard is &lt;LSTag Type="Status" Tooltip="STUNNED"&gt;Stunned&lt;/LSTag&gt; for 2 turns.	Аура: статический разряд	Все конструкции поблизости от Бернарда дополнительно наносят [2] при атаке оружием. Остальные каждый ход получают [1] и дополнительно [1], если атакуют Бернарда.&lt;br&gt;&lt;br&gt;Когда состояние заканчивается, Бернард &lt;LSTag Type="Status" Tooltip="STUNNED"&gt;оглушается&lt;/LSTag&gt; на 2 хода.
STATIC_DISCHARGE_CONSTRUCT	StatusData	Static Discharge: Supercharge	Standing near a statically charged Bernard. Deals an additional [1].	Статический разряд: перегрузка	Стоит рядом с заряженным электричеством Бернардом, наносит дополнительно [1].
STATIC_DISCHARGE_DAMAGE	StatusData	%%% EMPTY			
STEADY	StatusData	Braced	On Damage Rolls, roll twice and use the higher result.	Готовность	Бросок урона можно совершить дважды и зачесть лучший из результатов.
STENCH	StatusData	Stench	Affected entity smells really bad.	Смрад	Существо очень, очень плохо пахнет.
STINKING_CLOUD	StatusData	Nauseous	Can't take actions.	Тошнота	Не может предпринимать действия.
STUNNED	StatusData	Stunned	Can't move or take actions, bonus actions, or reactions.	Оглушение	Не может перемещаться, а также предпринимать обычные, бонусные или ответные действия.
STUNNED_ANIMTEST	StatusData	Stunned		Оглушение	
SUFFOCATED	StatusData	Suffocated	Died due to lack of air.	Удушение	Существо умерло от недостатка воздуха.
SUFFOCATING	StatusData	Suffocating	Can't breathe freely and will die without aid.	Удушье	Не может свободно дышать и умрет без помощи.
SUNLIGHT_FROM_SPELL_TECHNICAL	StatusData	%%% EMPTY			
SURFACES	StatusData	%%% EMPTY			
SURPRISED	StatusData	Surprised	Cannot take &lt;LSTag Tooltip="Action"&gt;actions&lt;/LSTag&gt; or reactions.	Захвачен врасплох	Не может предпринимать &lt;LSTag Tooltip="Action"&gt;действия&lt;/LSTag&gt; или ответные действия.
SURRENDERED	StatusData	Surrendered	Creature has surrendered.	Сдается	Существо сдается.
SURRENDERED_ANIMTEST	StatusData	Surrendered		Сдается	
SURVIVAL_INSTINCT	StatusData	Survival Instinct	If the character reaches 0 &lt;LSTag Tooltip="HitPoints"&gt;hit points&lt;/LSTag&gt;, it regains [1] instead of falling Unconscious.	Инстинкт выживания	Если у персонажа остается 0 &lt;LSTag Tooltip="HitPoints"&gt;очков здоровья&lt;/LSTag&gt;, то он не теряет сознание, а восстанавливает [1].
SURVIVAL_INSTINCT_DOWNED	StatusData	Survival Instinct		Инстинкт выживания	
SWEATY	StatusData	%%% EMPTY			
SWORD_OF_JUSTICE_SHIELD_OF_FAITH_OWNER	StatusData	%%%|Sword of Justice SoF Owner|			
SWORD_OF_JUSTICE_TECHNICAL	StatusData	%%%|Sword of Justice Technical|			
TADPOLED	StatusData	Tainted	Infected with a mind flayer parasite.	Осквернено	Личинка иллитида в голове.
TAD_IMPERIL	StatusData	Fractured Psyche	&lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; reduced by [1].	Подточенное самообладание	&lt;LSTag Tooltip="ArmourClass"&gt;Класс брони&lt;/LSTag&gt; уменьшен  на [1].
TAD_IMPERIL_IMPROVED	StatusData	Shattered Psyche		Утраченное самообладание	
TAUNTED	StatusData	Goaded	Must attack the goading creature, if possible.	Провокация	Если есть возможность, вынужден атаковать провокатора.
TECHNICAL	StatusData	%%% EMPTY			
TECHNICAL_HERB	StatusData	%%% EMPTY		ПУСТО	
TEMPORARILY_HOSTILE	StatusData	Temporarily Hostile	If you knock out this entity or flee from combat it may harbour some resentment towards you, but will not remain hostile.	Временная враждебность	Если вы лишите это существо сознания или убежите из боя, оно может затаить на вас обиду, но не останется враждебным.
TEST	StatusData	%%% EMPTY			
TEST_ENCUMBERED_VFX	StatusData	%%% EMPTY			
TEST_HEAVILY_ENCUMBERED_VFX	StatusData	%%% EMPTY			
TEST_TOGGLED_PASSIVES	StatusData	%%% EMPTY			
THAUMATURGY	StatusData	Thaumaturgy	Has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on Intimidation and Performance &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Тавматургия	&lt;LSTag Tooltip="Advantage"&gt;Преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; запугивания и исполнения.
TIDES_OF_CHAOS	StatusData	Tides of Chaos	Increased chance of &lt;LSTag Tooltip="WildMagic"&gt;Wild Magic&lt;/LSTag&gt; surge.	Прилив хаоса	Увеличивается шанс на порыв &lt;LSTag Tooltip="WildMagic"&gt;дикой магии&lt;/LSTag&gt;.
TIED_TO_CHAIR	StatusData	Restrained	Can't move or take actions.	Обездвиженность	Нельзя перемещаться и предпринимать действия.
TIMMASK_SPORES	StatusData	Befuddled	Affected entity can't control its actions and wanders around without direction.	Одурманивание	Существо не может контролировать свои действия и бесцельно перемещается туда-сюда.
TIMMASK_SPORES_HELPER	StatusData	%%% EMPTY			
TONGUE_OF_MADNESS	StatusData	Tongue of Madness	Speaking aloud every thought, gaining &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Charisma &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Язык безумия	Проговаривает все мысли вслух, получая &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; харизмы.
TOXIN_BASIC	StatusData	Simple Toxin	Deals an additional [1].&lt;br&gt;&lt;br&gt;On a successful DC 11 Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;, target still takes half damage.	Простой токсин	Наносит дополнительно [1].&lt;br&gt;&lt;br&gt;При успешном &lt;LSTag Tooltip="SavingThrow"&gt;испытании&lt;/LSTag&gt; выносливости КС 11 цель все равно получит половину урона.
TOXIN_PURPLEWORM	StatusData	Purple Worm Toxin	Deals an additional [1].&lt;br&gt;&lt;br&gt;On a successful DC 19 Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;, target still takes half damage.	Токсин пурпурного червя	Наносит дополнительно [1].&lt;br&gt;&lt;br&gt;При успешном &lt;LSTag Tooltip="SavingThrow"&gt;испытании&lt;/LSTag&gt; выносливости КС 19 цель все равно получит половину урона.
TOXIN_PURPLEWORM_DIPPED	StatusData	Coated in Purple Worm Toxin	Targets take [1] at the end of their next turn, unless they succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;.	Покрыто токсином пурпурного червя	Цели получают [1] в конце своего следующего хода, если только не пройдут &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 19.
TOXIN_SERPENTVENOM	StatusData	Serpent Venom Toxin	Deals an additional [1].&lt;br&gt;&lt;br&gt;On a successful DC 13 Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;, target still takes half damage.	Токсин змеиного яда	Наносит дополнительно [1].&lt;br&gt;&lt;br&gt;При успешном &lt;LSTag Tooltip="SavingThrow"&gt;испытании&lt;/LSTag&gt; выносливости КС 13 цель все равно получит половину урона.
TOXIN_SERPENTVENOM_DIPPED	StatusData	Coated in Serpent Venom Toxin	Targets take [1] at the end of their next turn, unless they succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;.	Покрыто токсином змеиного яда	Цели получают [1] в конце своего следующего хода, если только не пройдут &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13.
TOXIN_WYVERN	StatusData	Wyvern Toxin	Deals an additional [1].&lt;br&gt;&lt;br&gt;On a successful DC 15 Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;, target still takes half damage.	Токсин виверны	Наносит дополнительно [1].&lt;br&gt;&lt;br&gt;При успешном &lt;LSTag Tooltip="SavingThrow"&gt;испытании&lt;/LSTag&gt; выносливости КС 15 цель все равно получит половину урона.
TOXIN_WYVERN_DIPPED	StatusData	Coated in Wyvern Toxin	Targets take [1] at the end of their next turn, unless they succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;.	Покрыто токсином виверны	Цели получают [1] в конце своего следующего хода, если только не пройдут &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 15.
TRAVELBLOCK_ARRESTED	StatusData	%%% EMPTY			
TRAVELBLOCK_BLOCKEDZONE	StatusData	%%% EMPTY			
TRAVELBLOCK_CAMPNIGHTMODE	StatusData	%%% EMPTY			
TRAVELBLOCK_CANTMOVE	StatusData	%%% EMPTY			
TRAVELBLOCK_FUGITIVEINPRISON	StatusData	%%% EMPTY			
TRUE_STRIKE	StatusData	True Strike	The spellcaster has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against this creature.	Верный удар	Заклинатель получает &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; против этого существа.
TRUE_STRIKE_OWNER	StatusData	True Strike	Has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against True Strike's target.	Верный удар	Получает &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; против цели, на которую направлен "Верный удар".
TURNED	StatusData	Turned	The affected entity must move away from the creature that Turned it.&lt;br&gt;&lt;br&gt;It can't take actions, bonus actions, or reactions other than &lt;LSTag Type="Spell" Tooltip="Shout_Dash"&gt;Dash&lt;/LSTag&gt;, or try to escape an effect that prevents movement.&lt;br&gt;&lt;br&gt;Ends upon taking damage.	Изгнание	Существо должно попытаться удалиться на максимальное расстояние от изгнавшего его.&lt;br&gt;&lt;br&gt;Оно не может предпринимать обычные, бонусные или ответные действия, за исключением &lt;LSTag Type="Spell" Tooltip="Shout_Dash"&gt;рывка&lt;/LSTag&gt; или попыток освободиться от эффекта, мешающего двигаться.&lt;br&gt;&lt;br&gt;Эффект заканчивается при получении любого урона.
TURN_THE_UNHOLY	StatusData	Turn Unholy	Affected entity is &lt;LSTag Type="Status" Tooltip="TURNED"&gt;Turned&lt;/LSTag&gt; until it takes damage. 	Изгнание нечестивых	Существо &lt;LSTag Type="Status" Tooltip="TURNED"&gt;изгнано&lt;/LSTag&gt; до тех пор, пока не получит урон. 
TUT_JOY	StatusData	Eldritch Bliss	Overcome by undeniable joy.	Потустороннее блаженство	Существом овладело всепоглощающее чувство счастья.
TUT_LAB_MADNESS	StatusData	Eldritch Madness	This creature is overcome with a rapturous revelation.	Жуткое безумие	Существо постигло потустороннее озарение.
TUT_NEWBORN_INTDEV	StatusData	Newborn	Gathering its bearings. &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;, lowered &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; and &lt;LSTag Tooltip="HitPoints"&gt;hit points&lt;/LSTag&gt;, and cannot take reactions.	Новорожденный	Только осваивается в этом мире. &lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt;, &lt;LSTag Tooltip="ArmourClass"&gt;класс брони&lt;/LSTag&gt; и &lt;LSTag Tooltip="HitPoints"&gt;запас ОЗ&lt;/LSTag&gt; снижены. Не может выполнять ответные действия.
TUT_PLAYERINPOD	StatusData	Trapped		В ловушке	
TUT_SAPPED	StatusData	Sapped	Target has been psionically drained.	Иссушается	Из цели псионически вытягиваются силы.
TUT_UNDEROPERATION	StatusData	Under Operation	Target cannot move or speak.	Идет операция	Цель не может двигаться и говорить.
TWINNED_ON	StatusData	%%% EMPTY			
UNARMEDATTACK_OVERRIDE_BOAR	StatusData	%%% EMPTY			
UNARMEDATTACK_OVERRIDE_WOLF	StatusData	%%% EMPTY			
UNARMEDATTACK_OVERRIDE_WOLF_DIRE	StatusData	%%% EMPTY			
UNCANNYDODGE_HELPER	StatusData	%%% EMPTY			
UNCONSCIOUS	StatusData	Unconscious	Character is unconscious.	Без сознания	Персонаж без сознания.
UNDEAD_FORTITUDE	StatusData	Undead Fortitude	When reduced to 0 hit points, regain 1 hit point instead (unless the damage was radiant or caused by a critical hit).	Стойкость нежити	Когда здоровье падает до 0, вместо этого восстановите 1 очко здоровья (если только урон не был лучистым и не был вызван критическим попаданием).
UNDEAD_FORTITUDE_DISABLED	StatusData	%%% EMPTY			
UNDEAD_FORTITUDE_DOWNED	StatusData	Undead Fortitude		Стойкость нежити	
UND_ABSOLUTE_THUNDERWAVE_TECHNICAL_ONCE	StatusData	%%% EMPTY			
UND_ADAMANTINEFORGE_EMPTYCRUCIBLE	StatusData	%%% EMPTY		ПУСТО	
UND_ADAMANTINEFORGE_EMPTYFORGE	StatusData	%%% EMPTY		ПУСТО	
UND_ADAMANTINEFORGE_HAMMERHELPER	StatusData	%%% EMPTY			
UND_ADAMANTINEFORGE_LAVADELAY	StatusData	%%% EMPTY			
UND_ADAMANTINEGOLEM_DEFAULT	StatusData	Adamantine Plating		Адамантиновое покрытие	
UND_ADAMANTINEGOLEM_INTRO	StatusData	%%% EMPTY			
UND_ADAMANTINEGOLEM_PHASE1	StatusData	%%% EMPTY			
UND_ADAMANTINEGOLEM_PHASE2	StatusData	%%% EMPTY			
UND_ADAMANTINEGOLEM_SUPERHEATED	StatusData	Superheated	Exposure to lava has caused Grym's adamantine body to soften.&lt;br&gt;&lt;br&gt;Can now be affected by certain damage types and is vulnerable to Bludgeoning damage.	Разгоряченный	От действия лавы адамантиновое тело Грима стало мягче.&lt;br&gt;&lt;br&gt;Теперь его можно ранить определенными типами урона, а к дробящему урону он получил уязвимость.
UND_ADAMANTINE_EQUIPPED	StatusData	Sunlight Sensitive Equipment	Wearing equipment that degenerates if exposed to sunlight.	Чувствительное к солнцу снаряжение	Носит снаряжение, которое портится под воздействием солнечных лучей.
UND_ADAMANTINE_INLIGHT	StatusData	Illuminated		Освещается	
UND_ADMANTINEGOLEM_TAUNT	StatusData	Prime Target	You have drawn Grym's ire. &lt;br&gt; Grym will attempt to attack this creature if possible.	Главная цель	Вы вызвали ярость Грима. &lt;br&gt;Если получится, Грим попытается атаковать это существо.
UND_ADMANTINEGOLEM_TAUNT_HELPER	StatusData	Threat Assessment	Grym has locked on to a new target.	Оценка угрозы	Грим переключился на новую цель.
UND_ANCIENTSUSSURTREEANTIMAGIC_AURA	StatusData	Sussur Antimagic Field	Sussur blooms nullify nearby magic.	Поле антимагии суссура	Цветы суссура нейтрализуют магию в округе.
UND_ARCANE_TURRET_DEACTIVATED	StatusData	Turret Deactivated	Turret deactivated.	Турель отключена	Турель отключена.
UND_AUTOMATON_BATTLE	StatusData	%%% EMPTY			
UND_AUTOMATON_IDLE	StatusData	%%% EMPTY			
UND_AUTOMATON_LOW	StatusData	%%% EMPTY			
UND_AVATAROFBOOOAL	StatusData	Avatar of BOOOAL	The sight of a kuo-toa servant dying fills BOOOAL with bloodlust.  It regains [1] when it kills a creature and can attack three times.	Аватар БУУАЛА	Вид умирающего куо-тоа наполняет БУУАЛА жаждой убийства. Убивая, тот восстанавливает [1] и способен атаковать три раза подряд.
